28 24 70 69 11 19 71 41 54 86 26 84 27 48 35 89 98 38 81 03 41 78 86 57 56 50 41 86 45 01 75 75 76 74 96 64 46 51 54 86 10 70 14 03 10 62 16 16 78 22 95 42 72 40 69 99 22 86 55 41 33 30 16 67 50 64 29 06 80 06 93 30 37 76 56 93 19 56 91 91 95 37 26 98 76 04 37 22 03 40 61 85 27 29 57 39 23 58 33 83
42 56 64 63 19 07 13 24 21 71 94 97 75 44 06 34 28 64 35 18 28 12 83 02 67 69 21 27 34 41 77 51 08 30 17 35 38 58 11 08 41 30 19 05 79 26 11 16 00 89 07 34 46 82 33 84 47 62 54 40 79 12 88 38 68 26 53 61 72 33 04 42 02 40 83 81 77 63 53 32 02 83 19 96 29 05 74 45 19 80 00 02 11 41 86 80 51 82 54 02
48 06 57 28 37 55 77 79 00 73 31 93 36 43 50 30 05 77 85 46 32 03 02 53 49 61 08 86 06 33 98 71 09 29 49 88 91 16 40 05 99 65 41 64 37 36 74 99 86 83 87 68 10 68 77 65 74 61 99 83 20 46 71 05 43 85 94 83 98 18 41 27 63 21 75 66 28 23 16 51 63 72 14 75 48 85 19 28 64 15 38 36 81 87 78 25 77 56 54 77
78 51 42 63 06 75 60 07 00 84 40 14 06 36 06 75 37 10 22 23 32 42 61 17 25 49 74 90 41 75 34 75 81 49 18 30 87 75 53 17 55 93 32 26 57 53 01 12 25 97 71 61 49 64 54 44 18 73 49 27 42 69 67 66 51 82 36 22 43 56 97 17 59 26 02 13 35 90 40 87 58 31 17 69 75 56 11 31 17 27 66 52 27 03 23 98 16 10 40 73
04 58 84 14 92 09 23 64 53 73 22 28 22 04 48 50 62 95 79 94 42 97 12 40 20 54 62 00 80 06 44 04 91 98 34 26 55 11 85 77 43 99 46 30 21 66 05 00 55 71 58 59 49 14 61 77 81 72 16 01 46 41 11 44 22 08 62 29 54 96 17 66 72 42 61 68 30 58 36 14 16 89 81 73 30 20 21 82 35 20 55 82 78 57 85 08 19 28 92 91
19 20 32 57 31 00 22 78 88 73 90 46 66 05 30 08 71 50 47 16 78 05 00 02 28 08 01 80 71 48 24 70 95 55 06 05 29 07 44 15 37 03 26 19 66 13 37 42 05 99 24 20 29 89 68 60 79 57 91 17 32 81 83 71 30 28 73 84 31 24 83 51 79 10 75 64 78 50 32 97 31 61 87 94 57 21 82 67 19 83 52 37 31 68 79 33 66 48 29 27
19 70 35 61 47 02 78 34 15 78 48 48 66 93 79 96 85 35 33 99 93 86 05 52 77 19 13 47 06 64 03 39 74 13 71 68 05 34 93 21 25 30 08 43 50 78 95 63 92 51 20 73 13 08 47 65 39 19 61 29 73 93 06 93 50 39 15 19 01 22 13 51 35 08 41 02 59 34 00 34 13 70 35 71 83 26 61 31 74 06 86 28 24 53 00 42 34 61 40 69
82 00 11 79 86 06 03 22 35 14 14 46 25 29 73 34 26 28 86 69 33 73 13 84 52 57 64 61 54 12 86 02 71 87 26 76 75 31 39 80 92 06 27 85 39 95 23 81 65 10 91 82 97 28 61 57 08 44 18 33 62 58 55 70 37 03 69 94 92 88 38 88 58 93 77 41 31 70 57 64 72 99 63 51 65 58 74 64 31 08 59 50 36 78 57 18 14 79 46 52
66 70 47 14 56 60 05 30 02 71 27 54 94 32 79 76 20 27 29 58 22 64 32 16 47 85 09 33 77 30 51 36 87 94 20 03 92 23 11 36 04 90 89 01 85 38 34 56 75 77 29 17 13 90 39 22 66 42 44 41 22 14 98 99 73 86 55 10 41 45 66 38 17 45 80 02 87 35 12 03 44 86 09 33 78 30 60 46 18 58 25 95 45 83 80 64 83 37 69 73
54 74 31 41 09 93 92 31 42 69 89 49 23 57 72 04 61 16 35 34 66 12 75 17 66 40 44 91 79 24 08 71 77 74 76 85 00 33 53 76 87 95 58 33 91 63 54 39 23 17 24 39 66 26 48 54 97 91 13 48 01 17 71 13 26 95 71 78 79 47 79 49 90 08 46 16 57 26 93 45 57 44 94 46 31 11 89 78 13 38 74 63 88 83 58 94 40 80 15 00
47 83 50 47 81 57 95 77 12 00 08 97 92 28 43 54 97 11 76 79 83 66 25 17 93 00 16 78 54 47 26 66 27 50 95 84 29 04 49 50 44 36 01 61 24 56 48 07 48 05 94 60 92 74 47 29 01 84 24 65 80 94 25 50 15 67 90 61 43 43 57 71 15 94 49 32 96 48 15 98 20 55 62 63 93 21 65 96 76 85 64 28 11 05 81 73 93 27 16 25
65 46 60 88 67 75 20 85 22 37 63 53 63 95 72 22 38 98 20 28 08 83 28 89 58 90 34 76 17 01 92 01 69 08 11 68 43 71 64 58 81 00 94 52 57 99 70 82 21 13 15 97 56 52 02 60 84 80 04 81 03 86 65 00 12 85 53 02 14 40 23 10 57 91 28 32 48 87 18 31 38 71 31 24 06 06 14 10 54 61 33 87 85 89 96 40 39 66 83 93
59 67 72 94 92 94 28 25 04 20 61 80 49 14 05 04 57 08 74 85 35 96 63 24 34 96 08 42 51 79 30 98 55 08 05 08 58 60 09 27 27 50 84 17 48 73 81 85 93 08 84 57 15 94 15 06 36 33 51 57 61 17 78 22 05 06 45 48 80 73 61 19 51 66 53 15 30 14 12 23 91 77 06 43 47 93 78 07 56 31 90 83 39 30 14 71 39 18 59 70
95 59 21 95 91 76 20 01 91 57 09 30 50 95 65 59 56 24 86 60 79 97 28 13 40 85 29 81 36 52 12 53 78 34 16 00 12 84 10 20 00 46 43 69 80 83 07 74 09 89 00 35 48 35 98 44 92 99 97 80 58 50 13 94 45 20 33 83 65 05 76 05 00 71 87 48 68 32 64 41 01 06 12 23 78 34 79 64 89 76 90 34 19 88 00 42 01 52 38 19
51 65 18 99 46 35 23 71 77 28 26 79 34 78 35 96 50 63 87 97 05 59 35 38 53 99 54 99 14 83 05 40 79 60 97 31 93 79 05 50 30 89 75 94 13 50 87 83 84 16 33 98 21 29 80 38 29 43 52 02 49 64 54 16 42 25 85 89 75 75 95 05 45 83 33 69 95 43 67 14 95 51 12 33 85 05 17 08 26 59 06 33 17 14 70 74 12 99 18 93
75 89 89 02 15 81 04 43 51 34 36 36 29 08 54 98 49 10 50 88 07 80 37 74 32 29 52 55 71 49 83 81 75 05 40 83 35 60 63 56 40 78 84 62 28 29 85 71 23 20 20 80 13 24 65 86 40 18 97 72 22 22 58 29 20 08 65 18 19 72 10 53 25 97 49 43 43 59 44 50 03 25 49 88 82 75 33 18 46 82 30 11 86 75 03 90 35 61 64 45
24 19 79 43 87 53 05 01 22 37 82 20 70 82 76 28 61 37 37 83 72 37 08 30 25 98 60 70 36 47 75 46 55 41 21 02 64 86 93 62 63 02 68 21 45 61 45 52 54 57 70 18 04 30 90 56 00 38 09 88 68 60 57 01 83 56 31 65 62 63 36 82 01 27 67 41 91 46 60 35 51 45 20 14 69 77 59 72 61 86 18 01 70 89 39 27 12 36 87 52
26 34 84 08 17 36 30 57 25 53 02 96 85 77 49 10 68 93 31 38 61 81 01 50 55 82 43 11 94 02 80 78 13 23 17 48 46 02 23 62 63 63 24 02 97 88 78 28 39 87 75 74 93 48 87 94 22 06 76 51 43 11 38 45 06 16 82 87 88 14 03 61 06 17 71 96 47 43 58 59 66 21 71 90 45 20 85 95 14 00 74 01 86 29 99 40 17 86 41 41
11 97 90 83 00 25 77 86 83 35 23 00 71 62 39 91 98 28 72 26 33 27 50 23 41 34 50 11 08 39 20 41 52 43 43 81 97 87 64 98 88 69 01 49 70 28 28 91 34 93 64 54 40 28 49 21 85 81 05 95 01 12 45 16 06 63 69 74 75 38 68 27 55 69 19 10 60 36 58 21 92 07 54 00 91 91 12 02 34 91 86 19 26 92 50 39 40 77 77 88
09 45 70 84 42 11 00 44 00 97 77 53 25 40 84 80 37 28 59 10 13 31 75 09 67 65 14 04 01 31 72 96 32 24 15 98 02 84 03 65 83 69 64 80 28 75 21 35 31 96 62 08 79 09 14 52 12 10 40 35 57 49 50 82 17 49 22 73 56 14 75 55 00 05 68 58 53 91 12 03 56 40 92 15 28 59 80 26 15 20 73 39 47 61 05 49 98 51 34 46
89 82 48 87 64 11 96 74 32 25 45 72 19 30 92 08 20 36 97 82 12 95 18 76 96 55 18 83 21 05 45 48 47 82 80 85 87 62 94 43 30 74 34 94 01 32 63 27 13 18 14 48 56 79 53 72 93 67 60 00 41 61 77 77 97 49 16 55 72 89 85 30 08 00 95 43 58 35 16 10 53 01 36 51 79 44 18 45 11 61 19 43 96 26 97 01 12 45 64 52
76 73 81 02 61 37 23 93 75 07 04 29 80 62 92 64 11 65 12 96 53 53 42 76 46 85 61 99 92 50 76 04 22 50 17 89 03 04 89 46 83 49 06 46 92 06 67 11 47 48 47 82 67 37 00 57 28 80 92 87 01 50 59 84 03 10 51 66 72 48 20 98 23 21 13 17 72 00 40 86 53 56 82 37 55 57 31 25 14 29 00 71 45 36 87 42 73 60 02 83
90 79 53 22 46 92 52 91 17 78 73 66 95 27 63 12 16 12 75 82 68 38 98 17 93 67 73 60 19 91 07 32 56 97 26 34 38 64 81 65 50 79 08 08 09 67 09 04 20 42 73 21 81 99 12 74 46 98 12 44 09 79 36 15 70 05 26 78 06 53 80 58 16 00 81 91 08 68 83 86 02 03 50 86 67 37 08 19 44 22 85 96 09 48 36 02 54 32 75 95
94 60 49 45 91 27 97 62 26 54 10 43 45 23 71 30 71 25 59 22 48 07 71 93 45 61 70 98 42 10 93 47 78 59 01 80 36 30 56 20 80 12 49 73 29 43 99 30 61 85 84 47 36 05 90 85 52 41 16 57 06 37 99 97 65 00 62 25 06 78 36 03 74 13 94 25 21 00 36 78 94 05 33 62 82 41 22 70 18 95 47 63 88 55 29 23 82 69 55 20
19 86 37 53 17 31 80 92 88 25 55 93 06 42 65 64 15 01 72 85 81 07 33 28 64 50 43 38 49 28 00 91 71 55 33 80 51 83 12 25 44 46 70 56 11 42 33 78 80 90 54 71 52 27 67 41 21 22 10 13 75 78 85 33 03 29 67 95 59 77 68 58 26 31 83 21 76 38 63 05 56 38 47 19 99 73 18 12 36 16 10 88 78 66 30 76 86 58 01 50
30 69 84 77 50 31 37 46 05 00 73 23 47 51 21 92 21 18 20 87 26 36 10 58 54 66 92 55 94 79 89 25 09 16 93 18 11 22 30 09 64 36 93 32 97 08 47 23 36 72 21 98 46 99 66 87 52 08 95 76 72 84 19 10 17 32 68 14 56 79 01 73 39 79 21 96 53 88 07 01 72 42 09 95 63 58 60 22 91 46 20 63 35 02 26 81 73 28 43 91
93 12 49 55 07 89 55 46 59 63 93 41 18 55 17 43 17 74 16 10 85 19 83 65 76 83 43 61 14 85 80 25 67 52 26 05 13 32 66 26 13 34 78 69 39 49 06 64 15 80 35 41 88 01 96 94 63 84 05 82 40 38 01 92 08 16 59 31 05 34 50 66 90 55 88 73 66 11 67 48 60 88 26 45 79 52 61 48 08 04 16 24 88 11 10 56 21 09 97 66
36 45 85 36 75 07 38 42 62 91 85 32 39 33 02 83 30 42 37 75 47 25 15 96 58 29 06 71 12 49 58 47 81 80 48 47 34 98 13 53 04 60 59 88 66 45 58 59 70 05 17 73 44 02 02 69 44 88 49 98 71 02 75 96 58 25 60 66 29 68 99 72 61 73 41 84 41 44 84 33 78 08 24 25 70 47 89 36 23 22 03 91 66 23 37 56 02 86 65 46
64 89 99 09 89 96 37 09 44 36 25 58 66 18 02 12 30 48 77 83 57 53 33 02 22 04 23 98 18 65 44 71 40 84 41 86 22 34 20 54 22 95 97 72 82 12 65 28 16 82 02 65 60 28 44 03 31 77 19 79 71 83 84 74 96 53 68 81 62 53 62 32 83 68 07 92 05 43 71 36 68 41 55 42 07 64 55 29 45 69 88 41 53 09 08 03 93 18 77 51
32 36 55 88 88 75 68 45 55 47 16 28 89 78 03 35 10 37 70 06 48 27 67 13 20 09 96 58 09 20 64 89 62 87 75 06 50 89 65 06 14 74 28 45 93 20 31 72 62 70 94 24 31 98 38 34 02 50 20 42 45 26 51 74 47 26 00 53 37 18 84 99 30 72 31 99 79 36 70 98 73 04 36 67 92 45 23 39 31 68 79 48 84 43 62 37 73 05 15 76
43 22 06 22 72 52 07 79 20 64 24 46 06 56 43 54 51 75 39 31 36 67 64 92 98 77 05 59 73 61 34 90 34 78 53 77 63 74 21 65 72 84 64 58 93 05 69 49 36 61 98 22 65 38 06 68 62 55 08 96 45 84 26 18 70 09 00 25 38 91 01 86 96 24 99 33 56 47 93 37 37 89 82 06 42 90 37 73 01 19 39 88 54 19 29 02 37 04 56 02
06 46 74 08 99 84 90 87 81 47 35 40 26 80 00 01 81 10 55 45 38 50 55 17 72 88 06 58 89 93 78 75 58 98 99 72 02 09 43 13 49 77 86 76 02 83 51 88 11 64 38 72 62 05 03 41 60 72 43 03 63 21 73 54 98 81 69 16 02 19 38 35 18 30 46 51 41 11 02 68 47 73 48 56 18 58 20 63 74 60 82 90 15 92 22 24 83 92 40 01
75 04 44 54 31 76 77 73 63 41 18 00 73 67 50 87 97 98 74 37 44 38 94 68 88 77 30 68 13 43 12 63 12 54 99 82 85 00 49 47 85 32 95 62 82 14 92 88 56 09 97 11 11 92 88 44 73 22 69 29 82 79 99 76 69 33 55 81 80 66 11 54 59 00 86 63 08 22 17 91 44 46 44 54 46 08 53 95 12 83 33 16 21 59 52 71 51 94 70 71
57 77 90 16 46 16 50 99 31 65 08 48 19 36 20 16 05 79 44 71 44 56 95 73 47 47 60 18 54 94 82 19 23 36 95 90 52 81 16 10 73 14 31 32 78 55 42 37 42 67 85 78 76 71 68 49 11 86 51 05 60 81 14 79 73 03 19 73 17 55 75 79 99 47 40 30 20 85 75 53 21 18 30 15 60 69 61 58 98 95 34 99 15 19 48 36 87 04 31 56
26 42 65 47 71 07 93 33 10 45 97 76 43 12 18 39 62 80 55 57 17 72 24 45 82 34 07 27 63 92 99 75 13 79 23 99 80 62 76 52 29 91 88 63 11 00 15 20 14 67 07 31 73 13 32 30 45 12 60 88 97 71 15 74 23 76 63 06 36 48 40 67 10 94 39 26 18 68 86 30 82 04 82 14 55 49 92 41 87 08 26 65 73 83 99 58 93 21 93 96
57 65 79 93 27 86 93 61 29 41 91 82 19 93 10 29 61 02 18 24 84 20 80 94 69 70 28 04 67 04 25 69 46 71 18 61 93 57 98 27 68 14 80 90 53 30 37 81 61 18 46 92 78 68 27 90 73 16 82 05 53 34 05 02 07 16 83 19 81 95 14 18 03 88 93 30 20 46 83 74 79 19 96 16 03 36 98 41 36 99 96 07 86 03 46 68 32 49 76 43
54 72 13 43 69 63 56 36 75 83 07 66 02 51 11 22 66 89 49 48 72 85 38 82 55 81 53 89 63 25 87 51 70 71 18 12 01 10 87 07 02 04 61 25 29 23 82 42 05 57 49 18 61 56 37 91 50 38 97 39 89 69 72 84 28 52 15 25 13 73 34 00 48 91 77 87 15 81 43 28 73 48 72 13 29 87 86 45 16 84 12 34 22 86 91 44 63 25 54 36
27 87 63 08 00 10 17 17 39 42 82 98 77 58 61 01 53 35 67 38 26 28 87 62 29 17 11 51 09 05 69 94 44 45 95 25 57 88 48 74 01 24 48 02 07 47 32 43 14 93 58 52 88 40 49 20 02 28 12 05 72 61 83 27 06 72 11 20 32 05 15 77 09 84 31 47 85 57 54 71 93 85 45 26 46 43 83 28 09 18 34 56 38 45 17 35 81 92 53 06
48 04 87 76 19 06 76 15 40 80 67 78 30 33 21 62 10 79 47 19 60 68 54 90 67 58 97 59 94 57 87 30 53 13 07 42 12 91 40 81 72 84 74 48 40 31 02 15 49 39 98 90 90 76 32 32 21 05 10 84 25 48 01 96 88 40 94 68 13 12 20 28 08 83 49 13 32 57 43 41 30 47 01 85 11 28 64 28 66 87 93 98 16 33 07 91 76 66 68 90
03 13 12 55 28 22 11 31 52 81 44 00 48 56 20 85 51 39 02 66 75 51 76 29 97 09 61 94 89 96 60 20 89 37 58 92 02 92 22 94 01 40 12 92 19 92 53 82 96 62 71 86 58 22 16 96 09 88 60 29 24 60 84 57 08 60 74 71 89 86 46 12 18 69 00 69 73 88 76 23 22 16 93 01 46 69 17 81 25 78 36 09 05 12 66 11 25 04 91 39
77 77 53 27 79 52 10 35 29 99 43 02 08 77 32 27 10 02 36 52 04 57 01 58 21 31 53 92 35 52 36 40 23 88 69 15 45 74 85 75 11 90 33 72 56 69 67 95 33 35 26 82 31 80 38 02 79 87 53 06 17 76 17 89 64 80 66 05 95 97 36 94 29 47 48 24 50 58 88 50 43 47 00 40 58 14 84 11 07 23 95 51 78 45 48 97 91 31 85 55
74 76 23 41 27 68 34 36 18 46 77 82 93 07 68 98 90 53 86 95 74 55 68 56 16 78 78 94 22 57 41 49 43 97 59 67 25 64 56 53 98 00 93 00 52 58 80 64 77 19 31 47 36 81 08 98 26 08 64 13 84 18 11 65 59 92 38 07 21 08 74 49 69 61 32 70 55 39 80 50 35 07 86 60 46 37 90 04 87 38 19 54 48 58 11 84 52 27 77 23
70 79 05 49 98 81 33 69 52 40 85 29 70 82 14 63 87 82 34 58 17 02 87 21 84 41 35 94 74 24 19 93 77 06 69 69 77 54 15 88 01 22 80 21 43 59 64 39 73 91 38 48 37 10 24 61 96 44 39 20 41 33 26 49 70 17 36 50 36 88 82 44 15 29 73 59 24 42 50 93 83 92 52 15 18 36 22 48 38 47 54 65 09 34 35 59 55 67 87 27
09 73 78 66 17 64 40 12 86 09 32 21 85 10 86 85 74 30 13 33 60 99 05 92 27 66 33 50 56 57 54 71 20 48 04 86 35 55 39 90 24 78 46 26 65 29 67 16 94 27 35 56 22 95 16 84 06 20 99 61 38 71 78 55 60 35 14 34 94 86 66 52 53 69 60 92 81 14 47 91 16 12 36 40 85 42 96 68 76 56 78 95 72 24 80 56 68 46 62 50
