date,close,volume,open,high,low
2018/06/22,333.6300,10253770.0000,351.5400,352.2500,332.0000
2018/06/21,347.5100,7949846.0000,362.0000,366.2139,346.2700
2018/06/20,362.2200,8370268.0000,358.0400,364.3800,352.0000
2018/06/19,352.5500,12734840.0000,365.1600,370.0000,346.2500
2018/06/18,370.8300,12025450.0000,355.4000,373.7300,354.5000
2018/06/15,358.1700,10827560.0000,353.8400,364.6700,351.2500
2018/06/14,357.7200,10961150.0000,347.6300,358.7500,346.6000
2018/06/13,344.7800,9401467.0000,346.7060,347.2000,339.8000
2018/06/12,342.7700,22256430.0000,344.7000,354.9700,338.0000
2018/06/11,332.1000,13166050.0000,322.5100,334.6600,322.5000
2018/06/08,317.6600,8192175.0000,319.0000,324.4800,317.1500
2018/06/07,316.0900,14336110.0000,316.1500,330.0000,313.5800
2018/06/06,319.5000,18742400.0000,300.5000,322.1700,297.4800
2018/06/05,291.1300,5877873.0000,297.7000,297.8000,286.7400
2018/06/04,296.7400,4793787.0000,294.3400,299.0000,293.5480
2018/06/01,291.8200,5417984.0000,285.8600,291.9500,283.8390
2018/05/31,284.7300,5912825.0000,287.2100,290.3700,282.9300
2018/05/30,291.7200,7473590.0000,283.2900,295.0050,281.6000
2018/05/29,283.7600,5657153.0000,278.5100,286.5000,276.1500
2018/05/25,278.8500,3872621.0000,277.6250,279.6400,275.6100
2018/05/24,277.8500,4170789.0000,278.4000,281.1100,274.8900
2018/05/23,279.0700,5972237.0000,277.7600,279.9099,274.0000
2018/05/22,275.0100,8938501.0000,287.7620,288.0000,273.4220
2018/05/21,284.4900,9167844.0000,281.3300,291.4900,281.3000
2018/05/18,276.8200,7243699.0000,284.6500,284.6500,274.0000
2018/05/17,284.5400,4418258.0000,285.9000,289.1873,283.9700
2018/05/16,286.4800,5669644.0000,283.8300,288.8100,281.5600
2018/05/15,284.1800,9509753.0000,285.0100,286.9600,280.5000
2018/05/14,291.9700,7265501.0000,303.3200,304.9400,291.6200
2018/05/11,301.0600,4665321.0000,307.7000,308.8800,299.0800
2018/05/10,305.0200,5642771.0000,307.4997,312.9900,304.1119
2018/05/09,306.8500,5712255.0000,300.4100,307.0100,300.0500
2018/05/08,301.9700,5927447.0000,300.7950,307.7500,299.0000
2018/05/07,302.7700,8673090.0000,297.5000,305.9588,295.1700
2018/05/04,294.0900,8565506.0000,283.0000,296.8600,279.5200
2018/05/03,284.4500,17339090.0000,278.7900,288.0400,275.2300
2018/05/02,301.1500,8346176.0000,298.5700,306.8500,297.7844
2018/05/01,299.9200,4614946.0000,293.5100,300.8200,293.2200
2018/04/30,293.9000,4224068.0000,293.6100,298.7300,292.5000
2018/04/27,294.0750,4346854.0000,285.3700,294.4700,283.8300
2018/04/26,285.4800,4348108.0000,278.7500,285.7900,276.5000
2018/04/25,280.6900,4000421.0000,283.5000,285.1600,277.2500
2018/04/24,283.4600,5678242.0000,285.0000,287.0900,278.4600
2018/04/23,283.3700,4880743.0000,291.2900,291.6200,282.3300
2018/04/20,290.2400,5622630.0000,295.1700,299.9800,289.7500
2018/04/19,300.0800,6083800.0000,291.0800,301.0100,288.5500
2018/04/18,293.3500,6531563.0000,291.0800,300.2400,288.1600
2018/04/17,287.6900,6931152.0000,288.8700,292.1700,282.5100
2018/04/16,291.2100,6289497.0000,299.0000,299.6600,289.0100
2018/04/13,300.3400,7319225.0000,303.6000,303.9499,295.9800
2018/04/12,294.0800,7595525.0000,302.3200,303.9500,293.6800
2018/04/11,300.9300,7470204.0000,300.7400,308.9800,299.6600
2018/04/10,304.7000,11017010.0000,298.9700,307.1000,293.6800
2018/04/09,289.6600,10241410.0000,300.3700,309.5000,289.2100
2018/04/06,299.3000,13516530.0000,301.0000,309.2800,295.5000
2018/04/05,305.7200,19025860.0000,289.3400,306.2600,288.2000
2018/04/04,286.9400,19880180.0000,252.7800,288.3700,252.0000
2018/04/03,267.5300,18829650.0000,269.8200,273.3500,254.4900
2018/04/02,252.4800,16093290.0000,256.2600,260.3318,244.5901
2018/03/29,266.1300,15014440.0000,256.4900,270.9599,248.2100
2018/03/28,257.7800,20962280.0000,264.5800,268.6800,252.1000
2018/03/27,279.1800,13787060.0000,304.0000,304.2700,277.1800
2018/03/26,304.1800,8364937.0000,307.3400,307.5900,291.3600
2018/03/23,301.5400,6639960.0000,311.2500,311.6100,300.4500
2018/03/22,309.1000,4924928.0000,313.8900,318.8200,308.1800
2018/03/21,316.5300,5954247.0000,310.2500,322.4400,310.1900
2018/03/20,310.5500,4761031.0000,314.8700,316.2500,308.7600
2018/03/19,313.5600,7467890.0000,316.5000,320.7500,309.6700
2018/03/16,321.3500,6113365.0000,325.9600,327.4000,319.0700
2018/03/15,325.6000,6554568.0000,329.3800,332.8500,321.1000
2018/03/14,326.6300,7952152.0000,336.7600,339.8100,323.9300
2018/03/13,341.8400,5960636.0000,344.9200,345.1200,336.2635
2018/03/12,345.5100,8252919.0000,328.6100,347.2100,326.5000
2018/03/09,327.1700,5502779.0000,324.1000,328.4900,322.3700
2018/03/08,329.1000,3514367.0000,332.8600,333.3000,326.2740
2018/03/07,332.3000,5001940.0000,325.4400,332.5000,321.7400
2018/03/06,328.2000,4236483.0000,333.7500,336.3700,327.0300
2018/03/05,333.3500,3820702.0000,332.3900,337.7500,329.2929
2018/03/02,335.1200,5088789.0000,326.9800,335.2200,322.9700
2018/03/01,330.9300,6872552.0000,345.0100,348.6700,330.0700
2018/02/28,343.0600,6066044.0000,352.5700,355.2400,342.2200
2018/02/27,350.9900,4785022.0000,356.2500,359.9900,350.0100
2018/02/26,357.4200,4334500.0000,353.5000,359.0000,352.3550
2018/02/23,352.0500,5814177.0000,347.8300,354.9900,347.1000
2018/02/22,346.1700,6961880.0000,335.5300,347.4400,334.7501
2018/02/21,333.3000,3207250.0000,336.0300,339.6929,333.1700
2018/02/20,334.7700,4005962.0000,334.4700,340.8400,331.5000
2018/02/16,335.4900,5640184.0000,332.5000,343.1200,331.6400
2018/02/15,334.0650,5909823.0000,324.5000,334.1200,322.4000
2018/02/14,322.3100,3948077.0000,320.8400,326.1700,318.5200
2018/02/13,323.6600,4554631.0000,315.0200,324.1900,312.5105
2018/02/12,315.7300,6224479.0000,316.1300,318.0800,306.2500
2018/02/09,310.4200,12924430.0000,319.9300,320.9845,294.7600
2018/02/08,315.2300,10296420.0000,343.3100,348.6200,314.6000
2018/02/07,345.0000,6729682.0000,338.9900,346.0000,335.6600
2018/02/06,333.9700,5080032.0000,325.2100,336.2200,323.5000
2018/02/05,333.1300,4441166.0000,337.9700,344.4700,333.0000
2018/02/02,343.7500,3696157.0000,348.4400,351.9500,340.5100
2018/02/01,349.2500,4187440.0000,351.0000,359.6600,348.6300
2018/01/31,354.3100,6199373.0000,347.5100,356.1900,345.1900
2018/01/30,345.8200,4710684.0000,345.1400,348.2700,342.1700
2018/01/29,349.5300,4738208.0000,339.8500,350.8500,338.2800
2018/01/26,342.8500,4535457.0000,341.5000,344.0000,335.7100
2018/01/25,337.6400,6725208.0000,348.2700,349.2000,336.4000
2018/01/24,345.8900,5277386.0000,354.5800,354.7500,343.5200
2018/01/23,352.7900,5447622.0000,360.0000,360.5000,351.0000
2018/01/22,351.5600,6199777.0000,349.4000,357.8300,349.2000
2018/01/19,350.0200,4871181.0000,345.0000,350.5899,342.6000
2018/01/18,344.5700,5679629.0000,345.6700,352.3000,343.7400
2018/01/17,347.1600,7092554.0000,340.4700,349.0000,339.7500
2018/01/16,340.0600,6429234.0000,337.5400,345.0000,334.8000
2018/01/12,336.2200,4822509.0000,338.6300,340.4100,333.6700
2018/01/11,337.9500,6640863.0000,335.2400,344.8099,333.2600
2018/01/10,334.8000,4303053.0000,332.2000,337.0000,330.0000
2018/01/09,333.6900,7134525.0000,335.1600,338.8000,327.4050
2018/01/08,336.4100,9832610.0000,316.0000,337.0199,315.5000
2018/01/05,316.5800,4588728.0000,316.6200,317.2400,312.0000
2018/01/04,314.6200,9944593.0000,312.8700,318.5500,305.6800
2018/01/03,317.2500,4438520.0000,321.0000,325.2500,315.5500
2018/01/02,320.5300,4345615.0000,312.0000,322.1099,311.0000
2017/12/29,311.3500,3769504.0000,316.1800,316.4100,310.0000
2017/12/28,315.3600,4306746.0000,311.7500,315.8200,309.5400
2017/12/27,311.6400,4705084.0000,316.0000,317.6800,310.7500
2017/12/26,317.2900,4368699.0000,323.8300,323.9400,316.5800
2017/12/22,325.2000,4207602.0000,329.5100,330.9214,324.8200
2017/12/21,331.6600,4369994.0000,329.5900,333.7400,327.2100
2017/12/20,328.9800,5907378.0000,332.6900,333.1000,325.0400
2017/12/19,331.1000,6820868.0000,340.2600,341.4925,330.3000
2017/12/18,338.8700,5466546.0000,344.9000,346.7300,337.5800
2017/12/15,343.4500,6921246.0000,342.0400,343.9000,335.7600
2017/12/14,337.8900,5792024.0000,341.0100,347.4400,336.9000
2017/12/13,339.0300,6217701.0000,340.9300,344.2200,336.5000
2017/12/12,341.0300,8715570.0000,330.4500,341.4400,330.0300
2017/12/11,328.9100,7926090.0000,314.6300,329.0100,313.7500
2017/12/08,315.1300,3466088.0000,314.6000,316.9800,311.2600
2017/12/07,311.2400,4779590.0000,312.0000,318.6341,311.0500
2017/12/06,313.2600,7184477.0000,300.1000,313.3900,300.0000
2017/12/05,303.7000,4643708.0000,302.0000,308.0000,301.0000
2017/12/04,305.2000,5834227.0000,306.5000,308.2650,300.6100
2017/12/01,306.5300,4286082.0000,305.4400,310.3200,305.0500
2017/11/30,308.8500,4345434.0000,308.5600,310.7000,304.5400
2017/11/29,307.5400,8757463.0000,317.3000,318.0000,301.2300
2017/11/28,317.5500,4941703.0000,316.3600,320.0000,313.9200
2017/11/27,316.8100,4537779.0000,313.2500,317.3400,309.5100
2017/11/24,315.5500,3244065.0000,313.7900,316.4100,311.0000
2017/11/22,312.6000,4913283.0000,316.7700,317.4200,311.8400
2017/11/21,317.8100,7256381.0000,310.8600,318.2300,308.7100
2017/11/20,308.7400,8241821.0000,313.7900,315.5000,304.7500
2017/11/17,315.0500,13720830.0000,325.6700,326.6700,313.1500
2017/11/16,312.5000,5794409.0000,313.9900,318.1400,311.3000
2017/11/15,311.3000,5951835.0000,306.0100,312.4900,301.5000
2017/11/14,308.7000,5661904.0000,315.0000,316.3500,306.9000
2017/11/13,315.4000,7565242.0000,300.1300,316.8000,299.1100
2017/11/10,302.9900,4621080.0000,302.5000,308.3600,301.8500
2017/11/09,302.9900,5440173.0000,302.5000,304.4600,296.3000
2017/11/08,304.3900,4725355.0000,305.5000,306.8900,301.3001
2017/11/07,306.0500,5284844.0000,301.0200,306.5000,300.0300
2017/11/06,302.7800,6480689.0000,307.0000,307.5000,299.0100
2017/11/03,306.0900,8885933.0000,299.5000,306.2500,295.1300
2017/11/02,299.2600,19771280.0000,300.1300,308.6900,292.6300
2017/11/01,321.0800,8242487.0000,332.2500,332.6089,320.2600
2017/10/31,331.5300,5650062.0000,320.2300,331.9500,320.1800
2017/10/30,320.0800,4247619.0000,319.1800,323.7800,317.2500
2017/10/27,320.8700,6968365.0000,319.7500,324.5900,316.6600
2017/10/26,326.1700,5010087.0000,327.7800,330.2300,323.2000
2017/10/25,325.8400,8583619.0000,336.7000,337.5000,323.5600
2017/10/24,337.3400,4485692.0000,338.8000,342.8000,336.1600
2017/10/23,337.0200,5739598.0000,349.8800,349.9500,336.2500
2017/10/20,345.1000,4925657.0000,352.6900,354.5500,344.3400
2017/10/19,351.8100,5055715.0000,355.5600,357.1465,348.2000
2017/10/18,359.6500,4936024.0000,355.9700,363.0000,354.1300
2017/10/17,355.7500,3290290.0000,350.9100,356.2200,350.0700
2017/10/16,350.6000,5373090.0000,353.7600,354.4800,347.1600
2017/10/13,355.5700,3538807.0000,356.9800,358.4900,353.6800
2017/10/12,355.6800,4073552.0000,352.9500,359.7800,352.6400
2017/10/11,354.6000,4494733.0000,353.8900,357.6000,351.1500
2017/10/10,355.5900,6972263.0000,346.8000,355.6300,345.5305
2017/10/09,342.9400,7461461.0000,349.6500,351.7500,342.6700
2017/10/06,356.8800,4272866.0000,353.1000,360.0992,352.2500
2017/10/05,355.3300,4167913.0000,356.0000,357.4350,351.3500
2017/10/04,355.0100,8147995.0000,351.2500,358.6200,349.6000
2017/10/03,348.1400,10122550.0000,335.9000,348.5500,331.2800
2017/10/02,341.5300,5227547.0000,342.5200,343.7000,335.5100
2017/09/29,341.1000,5099051.0000,341.8600,344.6800,338.6010
2017/09/28,339.6000,5309779.0000,339.8800,342.7500,335.4000
2017/09/27,340.9700,6027375.0000,349.9000,351.4890,340.5000
2017/09/26,345.2500,7149649.0000,350.9300,351.2400,340.9000
2017/09/25,344.9900,7587158.0000,353.1500,357.4690,342.8800
2017/09/22,351.0900,8142895.0000,366.4900,369.8999,350.8800
2017/09/21,366.4800,4610872.0000,374.9000,376.8300,364.5100
2017/09/20,373.9100,4909958.0000,373.0000,378.2490,371.0700
2017/09/19,375.1000,6435208.0000,380.0000,382.3900,373.5700
2017/09/18,385.0000,7177773.0000,380.2500,389.6100,377.6800
2017/09/15,379.8100,5407227.0000,374.5100,380.0000,372.7000
2017/09/14,377.6400,7170263.0000,364.3300,377.9600,362.6300
2017/09/13,366.2300,4171185.0000,363.8200,368.0700,359.5900
2017/09/12,362.7500,5966204.0000,364.4900,368.7600,360.4000
2017/09/11,363.6900,7651000.0000,351.3500,363.7100,350.0000
2017/09/08,343.4000,3261333.0000,348.9900,349.7800,342.3000
2017/09/07,350.6100,4235045.0000,345.9800,352.4800,343.4500
2017/09/06,344.5300,4082001.0000,349.5000,350.9790,341.5600
2017/09/05,349.5900,3836402.0000,353.8000,355.4900,345.8900
2017/09/01,355.4000,3048550.0000,356.1200,357.5900,353.6902
2017/08/31,355.9000,4063330.0000,353.5500,358.4400,352.8200
2017/08/30,353.1800,3404165.0000,349.6700,353.4700,347.0000
2017/08/29,347.3600,4069303.0000,339.4800,349.0500,338.7500
2017/08/28,345.6600,3746240.0000,347.2800,347.3500,339.7200
2017/08/25,348.0500,3475186.0000,354.2400,355.6900,347.3000
2017/08/24,352.9300,4571574.0000,352.5200,356.6600,349.7400
2017/08/23,352.7700,4941947.0000,338.9900,353.4900,338.3041
2017/08/22,341.3500,4314268.0000,341.1300,342.2400,337.3725
2017/08/21,337.8600,6489850.0000,345.8200,345.8200,331.8500
2017/08/18,347.4600,5390805.0000,352.9100,354.0000,345.8000
2017/08/17,351.9200,5010825.0000,361.2100,363.3000,351.5900
2017/08/16,362.9100,3406173.0000,363.0000,366.5000,362.5200
2017/08/15,362.3300,3084601.0000,365.2000,365.4900,359.3700
2017/08/14,363.8000,4507969.0000,364.6300,367.6600,362.6000
2017/08/11,357.8700,4357562.0000,356.9700,361.2600,353.6200
2017/08/10,355.4000,7063054.0000,361.6000,366.6504,354.6600
2017/08/09,363.5300,6881182.0000,361.0000,370.0000,358.9500
2017/08/08,365.2200,7431838.0000,357.5300,368.5800,357.4000
2017/08/07,355.1700,6309331.0000,357.3500,359.4800,352.7500
2017/08/04,356.9100,9233295.0000,347.0000,357.2700,343.3000
2017/08/03,347.0900,13524270.0000,345.3300,350.0000,343.1500
2017/08/02,325.8900,11942350.0000,318.9400,327.1200,311.2200
2017/08/01,319.5700,8284997.0000,323.0000,324.4500,316.1300
2017/07/31,323.4700,8525454.0000,335.5000,341.4900,321.0400
2017/07/28,335.0700,4869891.0000,336.8900,339.6000,332.5100
2017/07/27,334.4600,8285879.0000,346.0000,347.5000,326.2900
2017/07/26,343.8500,4809514.0000,340.3600,345.5000,338.1200
2017/07/25,339.6000,6977932.0000,345.0000,345.6000,334.1500
2017/07/24,342.5200,8598292.0000,330.2400,343.3990,330.0100
2017/07/21,328.4000,4871708.0000,329.4600,331.2575,325.8000
2017/07/20,329.9200,5142516.0000,326.9000,330.2200,324.2000
2017/07/19,325.2600,6345884.0000,328.2300,331.6500,323.2193
2017/07/18,328.2400,6360710.0000,317.5000,329.1300,315.6600
2017/07/17,319.5700,9827506.0000,325.5400,327.1000,313.4500
2017/07/14,327.7800,5607924.0000,323.1900,328.4200,321.2200
2017/07/13,323.4100,8582315.0000,330.1100,331.6000,319.9700
2017/07/12,329.5200,10317240.0000,330.4000,333.1000,324.5000
2017/07/11,327.2200,11526760.0000,316.0000,327.2800,314.3000
2017/07/10,316.0500,13760290.0000,312.9000,317.9400,303.1300
2017/07/07,313.2200,14129950.0000,313.5000,317.0000,307.3800
2017/07/06,308.8300,19258040.0000,317.2600,320.7899,306.3000
2017/07/05,327.0900,16998300.0000,347.2000,347.2400,326.3300
2017/07/03,352.6200,6305401.0000,370.2400,371.3500,351.5000
2017/06/30,361.6100,5823046.0000,363.7100,366.7674,359.6187
2017/06/29,360.7500,8202463.0000,370.6100,371.0000,354.1000
2017/06/28,371.2400,6290323.0000,366.6800,371.7400,362.5200
2017/06/27,362.3700,6977494.0000,376.4000,376.4000,362.0200
2017/06/26,377.4900,6596854.0000,386.6900,386.9500,373.1000
2017/06/23,383.4500,6425180.0000,382.4500,386.9900,379.3450
2017/06/22,382.6100,7510406.0000,377.9900,385.0000,373.5700
2017/06/21,376.4000,4916770.0000,374.3500,376.9900,368.0200
2017/06/20,372.2400,7419110.0000,376.6700,378.8800,369.7300
2017/06/19,369.8000,6433434.0000,375.0000,376.7000,367.8000
2017/06/16,371.4000,6347450.0000,377.9750,378.0100,370.1000
2017/06/15,375.3400,10412650.0000,372.5000,375.4600,366.4900
2017/06/14,380.6600,12778480.0000,381.0850,384.2500,376.3100
2017/06/13,375.9500,11773370.0000,367.6200,376.0000,366.6100
2017/06/12,359.0100,10507860.0000,357.9900,364.5000,350.6200
2017/06/09,357.3200,17250060.0000,374.4200,376.8700,354.8000
2017/06/08,370.0000,9028677.0000,363.7500,371.9000,360.2200
2017/06/07,359.6500,9348692.0000,356.3400,360.5000,355.1400
2017/06/06,352.8500,11031920.0000,344.7000,359.4929,339.9700
2017/06/05,347.3200,6769174.0000,338.5000,348.4400,334.2100
2017/06/02,339.8500,5583952.0000,339.7700,342.8800,335.9300
2017/06/01,340.3700,7601764.0000,344.0000,344.8800,337.2900
2017/05/31,341.0100,9937556.0000,337.6900,342.8900,335.1600
2017/05/30,335.1000,7771536.0000,326.0000,336.2800,325.7600
2017/05/26,325.1400,7793009.0000,317.2800,325.4900,316.3100
